word,original,pos,accent,note,source
ペンまわし,pen回し,名,HHHLL,,近畿日本語アクセント辞典
ホイクエン,保育園,名,LLHLL,,近畿日本語アクセント辞典
ホイクエンジ,保育園児,名,LLLHLL,,近畿日本語アクセント辞典
ホイップクリーム,whip- cream,名,LLLLLHLL,,近畿日本語アクセント辞典
ホウ,法,名,HH,,近畿日本語アクセント辞典
ホウカイ,崩壊,名スル,HHHH,,近畿日本語アクセント辞典
ホウコウ,方向,名,HHHH,,近畿日本語アクセント辞典
ホウシン,方針,名,HHHH,,近畿日本語アクセント辞典
ホウジャク,蜂雀,名,HHHH,,近畿日本語アクセント辞典
ホウセキ,宝石,名,HHHH,,近畿日本語アクセント辞典
ホウテイ,法定,名,HHHH,,近畿日本語アクセント辞典
ホウド,報土,名,HHH,,近畿日本語アクセント辞典
ホウフ,抱負,名,LLH,,近畿日本語アクセント辞典
ホウホウ,方法,名,HHHH,,近畿日本語アクセント辞典
ホウモツ,宝物,名,HHHH,,近畿日本語アクセント辞典
ホコウ,歩行,名スル,LLH,,近畿日本語アクセント辞典
ホゴ,反古,名,HL,古い京都方言ではHH（古形？）,近畿日本語アクセント辞典
ホシュ,捕手,名,HL,,近畿日本語アクセント辞典
ホジ,保持,名スル,HL,,近畿日本語アクセント辞典
ホニュウルイ,哺乳類,名,LHLLL,,近畿日本語アクセント辞典
ホリュウ,保留,名スル,LLH,,近畿日本語アクセント辞典
ホンに,本に,副,HLL,,近畿日本語アクセント辞典
ホンま,本真,副・形動ヤ・名,LLH,,近畿日本語アクセント辞典
ホンまそれ,本真其れ,感(俗),HHHHH,,近畿日本語アクセント辞典
ホンまもん,本真物,名,LLLLH,,近畿日本語アクセント辞典
ホンもの,本物,名,LLLH,,近畿日本語アクセント辞典
ホンガンジ,本願寺,地名,HLLLL,,近畿日本語アクセント辞典
ホンノウ,本能,名,HLLL,,近畿日本語アクセント辞典
ホンヤク,翻訳,名スル,HHHH,,近畿日本語アクセント辞典
ボウ,棒,名,HH,,近畿日本語アクセント辞典
ボウ-,某,接頭語,HL,,近畿日本語アクセント辞典
ボウさん,坊さん,名,LLLH,,近畿日本語アクセント辞典
ボウエンキョウ,望遠鏡,名,HHHHHH,,近畿日本語アクセント辞典
ボウズ,坊主,名,LHL,,近畿日本語アクセント辞典
ボウソウ,暴走,名スル,HHHH,,近畿日本語アクセント辞典
ボウソウゾク,暴走族,名,HHHLLL,,近畿日本語アクセント辞典
ボウチョウ,傍聴,名スル,HHHH,,近畿日本語アクセント辞典
ボクシ,牧師,名,LLH,,近畿日本語アクセント辞典
ボケイ,母系,名,LLH,,近畿日本語アクセント辞典
ボサツ,菩薩,名,HHH,,近畿日本語アクセント辞典
ボシ,母子,名,HL,,近畿日本語アクセント辞典
ボシュウ,募集,名スル,LLH,,近畿日本語アクセント辞典
ボタン,button,名,HLL,,近畿日本語アクセント辞典
ボロい,襤褸い,形(俗),HLL,,近畿日本語アクセント辞典
ボン,坊,名,HL,,近畿日本語アクセント辞典
ボールペン,ball pen,名,HHHLL,,近畿日本語アクセント辞典
ポルゴットガル,Porguttugal,国名(誤),HHHHHHH,,近畿日本語アクセント辞典
ポルトガル,Portugal,国名,HHHHH,,近畿日本語アクセント辞典
マ,魔,名,H(HH),,近畿日本語アクセント辞典
マご,馬子,名,HL,LH↘も許容,近畿日本語アクセント辞典
マイド,毎度,副・挨拶,LLH,「毎度ありがとうございます」の略として「毎度」と声を掛ける際は、山型化してLHLとなることもある。,近畿日本語アクセント辞典
マイナス,minus,名,HHHH,,近畿日本語アクセント辞典
マイニチ,毎日,名,LLHL,,近畿日本語アクセント辞典
マオウ,魔王,名,LHL,,近畿日本語アクセント辞典
マカフシギ,摩訶不思議,形動ヤ,HLHHH,,近畿日本語アクセント辞典
マク,膜・幕,名,HL,,近畿日本語アクセント辞典
マサツ,摩擦,名スル,LLH,,近畿日本語アクセント辞典
マジシャン,magician,名,LHLL,,近畿日本語アクセント辞典
マジック,magic,名,LHHL,,近畿日本語アクセント辞典
マジュウ,魔獣,名,HHH,,近畿日本語アクセント辞典
マジン,魔人・魔神,名,HHH,,近畿日本語アクセント辞典
マッタン,末端,名,HHHH,,近畿日本語アクセント辞典
マッチャ,抹茶,名,LLH,,近畿日本語アクセント辞典
マホウ,魔法,名,HHH,,近畿日本語アクセント辞典
マリョク,魔力,名,HLL,,近畿日本語アクセント辞典
マンイン,満員,形動・名,HHHH,,近畿日本語アクセント辞典
マンザイ,漫才,名,LLHL,,近畿日本語アクセント辞典
マンザイシ,漫才師,名,LLHLL,,近畿日本語アクセント辞典
マンジュウ,饅頭,名,HLLL,,近畿日本語アクセント辞典
ミかた,味方,名スル,HHH,,近畿日本語アクセント辞典
ミソ,味噌,名,LH,,近畿日本語アクセント辞典
ミチ,未知,形動・名,HL,,近畿日本語アクセント辞典
ミツ,蜜・密,名,HL,,近畿日本語アクセント辞典
ミツばち,蜜蜂,名,LHLL,,近畿日本語アクセント辞典
ミョウ,妙,形動ヤ,HL,,近畿日本語アクセント辞典
ミライ,未来,名,HLL,,近畿日本語アクセント辞典
ミルクレープ,mille crêpes,名,HHHHLL,,近畿日本語アクセント辞典
ミルフィーユ,mille feuille,名,HHHLL,,近畿日本語アクセント辞典
ミンシントウ,民進党,組織名,HHHHHH,,近畿日本語アクセント辞典
ミンジ,民事,名,LHL,,近畿日本語アクセント辞典
ミンワ,民話,名,LLH,,近畿日本語アクセント辞典
ム,無,名,H,伸ばせず,近畿日本語アクセント辞典
ムイ,無位,名,HL,,近畿日本語アクセント辞典
ムエン,無縁,形動・名,LLH,,近畿日本語アクセント辞典
ムカドウ,無可動,名,LHLL,,近畿日本語アクセント辞典
ムク,無垢,形動ヤ,HL,,近畿日本語アクセント辞典
ムゲン,無限,形動・名,HHH,,近畿日本語アクセント辞典
ムコウ,無効,形動ヤ,LLH,,近畿日本語アクセント辞典
ムザイ,無罪,名,HLL,,近畿日本語アクセント辞典
ムシャ,武者,名,HL,,近畿日本語アクセント辞典
ムジ,無地,名,HL,,近畿日本語アクセント辞典
ムジョウ,無上,名,LLH,,近畿日本語アクセント辞典
ムソウ,無双,名,LLH,,近畿日本語アクセント辞典
ムダ,無駄,名,HH,,近畿日本語アクセント辞典
ムチ,無知,名,HL,,近畿日本語アクセント辞典
ムテキ,無敵,名,LLH,,近畿日本語アクセント辞典
ムニ,無二,名,HL,,近畿日本語アクセント辞典
ムノウ,無能,形動・名,HHH,,近畿日本語アクセント辞典
ムヨウ,無用,形動ヤ,LLH,,近畿日本語アクセント辞典
ムリ,無理,名,HL,,近畿日本語アクセント辞典
ムース,mousse,名,HLL,,近畿日本語アクセント辞典
メイ,命,名,HL,,近畿日本語アクセント辞典
メイカイ,明快,形動ヤ,HHHH,,近畿日本語アクセント辞典
メイシ,名士,名,HLL,,近畿日本語アクセント辞典
メイロウ,明朗,形動ヤ,HHHH,,近畿日本語アクセント辞典
メス,mes,名,HL,,近畿日本語アクセント辞典
メッチャ,滅茶,副,LLH,,近畿日本語アクセント辞典
メン,面,名,HH,,近畿日本語アクセント辞典
モ,喪,名,H(HH),,近畿日本語アクセント辞典
モクヨウ,木曜,名,HHHL,,近畿日本語アクセント辞典
モジ,文字,名,HL,,近畿日本語アクセント辞典
モツ,物,名,HL,,近畿日本語アクセント辞典
モリ,森・杜,名,HH,,近畿日本語アクセント辞典
モン,門,名,HL,,近畿日本語アクセント辞典
モンショウ,,名,HHHH,,近畿日本語アクセント辞典
モンダイ,問題,形動・名,HHHH,,近畿日本語アクセント辞典
モンダイシュウ,問題集,名,HHHLLL,,近畿日本語アクセント辞典
モータープール,motor pool,名,HHHHHLL,,近畿日本語アクセント辞典
ヤク,厄,名,HL,,近畿日本語アクセント辞典
ヤクばらい,厄払い,名,HHHLL,,近畿日本語アクセント辞典
ヤサイ,野菜,名,LLH,,近畿日本語アクセント辞典
ヤシ,椰子,名,HL,,近畿日本語アクセント辞典
ヤシャ,夜叉,名,HL,,近畿日本語アクセント辞典
ヤボウ,野望,名,HHH,,近畿日本語アクセント辞典
ヤンキー,yankee,名,LLHL,,近畿日本語アクセント辞典
ユイイツ,唯一,名,HLLL,,近畿日本語アクセント辞典
ユウ,遊,名,HL,,近畿日本語アクセント辞典
ユウアイ,友愛,名,HHHH,,近畿日本語アクセント辞典
ユウカイ,融解,名スル,HHHH,,近畿日本語アクセント辞典
ユウギ,遊戯,名,LLH/HLL,二つの型が混在。,近畿日本語アクセント辞典
ユウコウ,有効,形動ヤ,HHHH,,近畿日本語アクセント辞典
ユウコク,憂国,名,HHHH,,近畿日本語アクセント辞典
ユウゴウ,融合,名スル,HHHH,,近畿日本語アクセント辞典
ユウザイ,有罪,名,HHHH,,近畿日本語アクセント辞典
ユウシャ,勇者,名,HLL,,近畿日本語アクセント辞典
ユウシュウ,憂愁,名,HHHH,,近畿日本語アクセント辞典
ユウシュウのビ,有終の美,連語,HHHHHH,,近畿日本語アクセント辞典
ユウソウ,郵送,名スル,HHHH,,近畿日本語アクセント辞典
ユウノウ,有能,形動・名,HHHH,,近畿日本語アクセント辞典
ユウフク,裕福,形動ヤ,HLLL,,近畿日本語アクセント辞典
ユウヨウ,有用,形動ヤ,HHHH,,近畿日本語アクセント辞典
ユウレイ,幽霊,名,HLLL,,近畿日本語アクセント辞典
ユウレン,幽霊,名,HLLL,,近畿日本語アクセント辞典
ユウワク,誘惑,形動・名,HHHH,,近畿日本語アクセント辞典
ユエン,所以,名,HHH,,近畿日本語アクセント辞典
ユシ,油脂,名,HL,,近畿日本語アクセント辞典
ユシュツ,輸出,名スル,LLH,,近畿日本語アクセント辞典
ユソウ,輸送,名スル,LLH,,近畿日本語アクセント辞典
ユダヤジン,-人,名,LLHLL,,近畿日本語アクセント辞典
ユニュウ,輸入,名スル,LLH,,近畿日本語アクセント辞典
ユヤ,湯屋,名,LH,,近畿日本語アクセント辞典
ヨ,余・予,代,H,伸ばせず,近畿日本語アクセント辞典
ヨっぽど,,副・名,HHHH,,近畿日本語アクセント辞典
ヨほど,,副・名,HHH,,近畿日本語アクセント辞典
ヨウ,洋,名,HL,,近畿日本語アクセント辞典
ヨウな,様な,形動ヤ,HLL,,近畿日本語アクセント辞典
ヨウカイ,妖怪,名,HHHH,,近畿日本語アクセント辞典
ヨウキ,妖気,名,HLL,,近畿日本語アクセント辞典
ヨウギシャ,容疑者,名,LLHL,,近畿日本語アクセント辞典
ヨウサン,,副・名(俗),LLHL,,近畿日本語アクセント辞典
ヨウジ,楊枝,名,HHH,,近畿日本語アクセント辞典
ヨウチエン,幼稚園,名,LLHLL,,近畿日本語アクセント辞典
ヨウチエンジ,幼稚園児,名,LLLHLL,,近畿日本語アクセント辞典
ヨウチュウ,幼虫,名,HHHH,,近畿日本語アクセント辞典
ヨウメイガク,陽明学,名,HHHLLL,,近畿日本語アクセント辞典
ヨオケ,余計,副・名(俗),HLL,,近畿日本語アクセント辞典
ヨキョウ,余興,名,LLH,,近畿日本語アクセント辞典
ヨク,慾,名,HL,,近畿日本語アクセント辞典
ヨクボウ,欲望,名,HHHH,,近畿日本語アクセント辞典
ヨケイ,餘慶,名,LLH,,近畿日本語アクセント辞典
ヨジョウ,余剰,名,LLH,,近畿日本語アクセント辞典
ヨブン,余分,形動ヤ,LLH,,近畿日本語アクセント辞典
ヨンイ,四位,数,HLL,,近畿日本語アクセント辞典
ヨーロッパ,Europa,地名,HHHHL,,近畿日本語アクセント辞典
ライダー,rider,名,HLLL,,近畿日本語アクセント辞典
ライチョウ,雷鳥,名,HLLL,,近畿日本語アクセント辞典
ライト,right,名,HLL,,近畿日本語アクセント辞典
ラク,楽,形動・名,HL,,近畿日本語アクセント辞典
ラクがき,落書き,名,HHHH,,近畿日本語アクセント辞典
ラクゴ,落語,名,LLH,,近畿日本語アクセント辞典
ラクゴカ,落語家,名,LLLH,,近畿日本語アクセント辞典
ラシャ,羅紗,名,HL,,近畿日本語アクセント辞典
ラジオ,radio,名,LHL/HLL,昨今では山型化したLHLが主流。,近畿日本語アクセント辞典
ラチ,拉致,名スル,HL,,近畿日本語アクセント辞典
ラッパ,喇叭,名,LLH,,近畿日本語アクセント辞典
ラン,乱,名,HL,,近畿日本語アクセント辞典
リ,利,名,H,伸ばせず,近畿日本語アクセント辞典
リエキ,利益,名,HLL,,近畿日本語アクセント辞典
リカイ,理解,名スル,HLL,,近畿日本語アクセント辞典
リガイ,利害,名,HLL,,近畿日本語アクセント辞典
リストラ,ｒestru-,名スル,LLLH,,近畿日本語アクセント辞典
リセイ,理性,名,HLL,,近畿日本語アクセント辞典
リダツ,離脱,名スル,LLH,,近畿日本語アクセント辞典
リチ,理知,名,HL,,近畿日本語アクセント辞典
リャク,略,名,HH,,近畿日本語アクセント辞典
リュウ,流,名,HH,,近畿日本語アクセント辞典
リョウ,寮,名,HL,,近畿日本語アクセント辞典
リョウセイアイ,両性愛,名,HHHLLL,,近畿日本語アクセント辞典
リョウセイアイシャ,両性愛者,名,HHHHHLL,,近畿日本語アクセント辞典
リョウセイルイ,両生類,名,HHHLLL,,近畿日本語アクセント辞典
リョウリ,料理,名,HLL,,近畿日本語アクセント辞典
リン,輪,名,HL,,近畿日本語アクセント辞典
リンセツ,隣接,名スル,HHHH,,近畿日本語アクセント辞典
リンネ,輪廻,名スル,HLL,,近畿日本語アクセント辞典
リンリ,倫理,名,HLL,教科名以外,近畿日本語アクセント辞典
ルス,留守,名,HL,LHも許容,近畿日本語アクセント辞典
ルフ,流布,名,HL,古形はLH,近畿日本語アクセント辞典
ルリ,瑠璃,名,HH,,近畿日本語アクセント辞典
レイ,礼,名,HH,注意：「お」を付す場合はLLH,近畿日本語アクセント辞典
レイギ,礼儀,名,LLH,,近畿日本語アクセント辞典
レイグウ,冷遇,名スル,HHHH,,近畿日本語アクセント辞典
レイセツ,礼節,名,HHHH,,近畿日本語アクセント辞典
レキシ,歴史,名,LHL/LLH,教科名でないことを明示する際はLLH,近畿日本語アクセント辞典
レクリエーション,recreation,名,LLLHLLL,,近畿日本語アクセント辞典
