word,original,pos,accent,note,source
ふるい,篩,名,HHH,,近畿日本語アクセント辞典
ふるう,振るふ・震ふ,五段,HHH,,近畿日本語アクセント辞典
ふるえる,震へる,下一段,HHHH,,近畿日本語アクセント辞典
ふるづか,古塚,名,HHHH,,近畿日本語アクセント辞典
ふろ,風呂,名,HL,,近畿日本語アクセント辞典
ぶあつい,分厚い,形,HHLL,,近畿日本語アクセント辞典
ぶうちゃん,,名(俗),HLLL,,近畿日本語アクセント辞典
ぶた,豚,名,LH,,近畿日本語アクセント辞典
ぶたにく,豚肉,Noun,LLLH,,Wikibooks
ぶたマン,豚饅,名,LHLL,若い世代ではLLLHとも。店員は従来どおりLHLLと発音。,近畿日本語アクセント辞典
ぶちょう,部長,Noun,HLL,,Wikibooks
ぶつ,仏,名,HL,,近畿日本語アクセント辞典
ぶぶづけ,ぶぶ漬け,名,LLLH,,近畿日本語アクセント辞典
ぶり,鰤,名,HL,,近畿日本語アクセント辞典
ぶん,分,名,HL,,近畿日本語アクセント辞典
ぶんしょう,文章,Noun,HLLL,,Wikibooks
へ,,格助,H,,近畿日本語アクセント辞典
へい,兵,名,HL,,近畿日本語アクセント辞典
へこみ,凹み,動名詞,HHH,,近畿日本語アクセント辞典
へこむ,凹む,五段,HHH,,近畿日本語アクセント辞典
へそ,臍,名,HH,,近畿日本語アクセント辞典
へた,下手,形動ヤ,HL,,近畿日本語アクセント辞典
へび,蛇,名,LH,,近畿日本語アクセント辞典
へびとんぼ,蛇蜻蛉,名,LLHLL,,近畿日本語アクセント辞典
へや,部屋,名,HL,,近畿日本語アクセント辞典
へら,箆,名,HH,京都方言などではLHも許容。,近畿日本語アクセント辞典
へらす,減らす,五段,HHH,,近畿日本語アクセント辞典
へり,縁,名,HL,,近畿日本語アクセント辞典
へる,減る,五段,HH,,近畿日本語アクセント辞典
へん,辺,Noun,HL,,Wikibooks
べかこ,,名・感,LLH,,近畿日本語アクセント辞典
べったん,,名,LLLH,,近畿日本語アクセント辞典
べつ,別,名,HH,,近畿日本語アクセント辞典
べに,紅,名,LH,,近畿日本語アクセント辞典
べべ,,名(俗),HL,,近畿日本語アクセント辞典
べべた,,名,LHL,,近畿日本語アクセント辞典
べろ,,名,HL,,近畿日本語アクセント辞典
べんきょう,勉強,"Noun, Suru verb",HHHH,,Wikibooks
べんきょうする,勉強する,"Noun, Irregular verb",HHHH HH,,Wikibooks
べんり,便利,な-adjective,HLL,,Wikibooks
ぺちゃこい,,形(俗),HHLL,,近畿日本語アクセント辞典
ぺちる,,形(俗),HHH,,近畿日本語アクセント辞典
ほ,穂・帆,名,H(HH),,近畿日本語アクセント辞典
ほうほう,方法,Noun,HHHH,,Wikibooks
ほうる,放る,五段,HHH,,近畿日本語アクセント辞典
ほえる,吠える,下一段,LLH,,近畿日本語アクセント辞典
ほお,頬,名,LH,近年は東京式の影響によりHLが優勢,近畿日本語アクセント辞典
ほか,他,名,LH,,近畿日本語アクセント辞典
ほかす,放す,五段(俗),HHH,,近畿日本語アクセント辞典
ほくせい,北西,Noun,HHHH,,Wikibooks
ほくとう,北東,Noun,HHHH,,Wikibooks
ほぐす,解す,五段,HHH,,近畿日本語アクセント辞典
ほぐれる,解れる,下一段,HHHH,,近畿日本語アクセント辞典
ほこ,矛,名,HL,,近畿日本語アクセント辞典
ほこり,埃,Noun,HHH,,Wikibooks
ほざく,,五段,HHH,,近畿日本語アクセント辞典
ほし,星,名,HH,,近畿日本語アクセント辞典
ほしだ,星田,地名,HLL,山型化あり,近畿日本語アクセント辞典
ほす,干す,五段,LH,,近畿日本語アクセント辞典
ほそい,細い,形,HLL,,近畿日本語アクセント辞典
ほぞ,臍,名,HH,,近畿日本語アクセント辞典
ほたえる,,下一段,LLLH,,近畿日本語アクセント辞典
ほたる,蛍,名,HLL,,近畿日本語アクセント辞典
ほっする,欲する,サ変,LLLH,,近畿日本語アクセント辞典
ほっぺ,,名,HLL,,近畿日本語アクセント辞典
ほっぺた,,名,LLHL,,近畿日本語アクセント辞典
ほとけ,仏,名,HHH,,近畿日本語アクセント辞典
ほとばしる,迸る,五段,HHHHH,,近畿日本語アクセント辞典
ほど,程,名,HH,,近畿日本語アクセント辞典
ほどく,解く,五段,HHH,,近畿日本語アクセント辞典
ほどける,解ける,下一段,HHHH,,近畿日本語アクセント辞典
ほな,,接・感,HL,,近畿日本語アクセント辞典
ほね,骨,名,HL,,近畿日本語アクセント辞典
ほのお,炎,名,HLL,,近畿日本語アクセント辞典
ほほ,頬,名,HL,,近畿日本語アクセント辞典
ほほえみ,微笑み,名,HHHH,,近畿日本語アクセント辞典
ほほえむ,微笑む,名,HHHH,,近畿日本語アクセント辞典
ほぼ,略,副,HL,,近畿日本語アクセント辞典
ほめる,褒める,"Verb, 2-verb, Transitive verb",LLH,,Wikibooks
ほら,法螺,名,LH↘,,近畿日本語アクセント辞典
ほり,堀,名,HL,,近畿日本語アクセント辞典
ほる,放る,五段,HH,,近畿日本語アクセント辞典
ほん,本,Noun,HL,,Wikibooks
ほんだな,本棚,Noun,"HHHL, HLLL",,Wikibooks
ほんとう,本当,"Noun, Adjective, な-adjective",LLLH,,Wikibooks
ほんなら,,接・感,HHLL,派生形(ほんだら)も同様。,近畿日本語アクセント辞典
ほんま,本真,"Noun, Adjective, な-adjective","LLH, HHH",,Wikibooks
ぼう,棒,Noun,HH,,Wikibooks
ぼうえき,貿易,Noun,HHHH,,Wikibooks
ぼうし,帽子,Noun,LLH,,Wikibooks
ぼかす,暈す,五段,LLH,,近畿日本語アクセント辞典
ぼく,僕,代,LH,,近畿日本語アクセント辞典
ぼけ,木瓜,名,LH,,近畿日本語アクセント辞典
ぼける,呆ける,下一段,LLH,,近畿日本語アクセント辞典
ぼちぼち,,副,LLHL,,近畿日本語アクセント辞典
ぼったくり,,名,HHHHH,,近畿日本語アクセント辞典
ぼったくる,,五段,HHHHH,,近畿日本語アクセント辞典
ぼや,小火,名,HL,,近畿日本語アクセント辞典
ぼら,鰡,名,LH,,近畿日本語アクセント辞典
ぽっち,,名,LLH,,近畿日本語アクセント辞典
ま,真,名,H(HH),,近畿日本語アクセント辞典
まい,舞,名,HH,,近畿日本語アクセント辞典
まいあさ,毎朝,Noun,LLHL,,Wikibooks
まいしゅう,毎週,Noun,LLHL,,Wikibooks
まいつき,毎月,Noun,LLHL,,Wikibooks
まいとし,毎年,Noun,LLHL,,Wikibooks
まいにち,毎日,Noun,LLHL,,Wikibooks
まいばん,毎晩,Noun,LLHL,,Wikibooks
まう,まう,五段,HH,,近畿日本語アクセント辞典
まう・まわん,舞う,五段,HH・HHH,,甲種日本語アクセント辞典
まう（・まわん）,まう,五段,HH・HHH,「～してしまう」の「し」が脱落した形。,甲種日本語アクセント辞典
まえ,前,名,LH↘,,近畿日本語アクセント辞典
まえ,前,名,LH＼,過去を示す前はHL/HH、物体が目の前に存在する際の前はLH＼,甲種日本語アクセント辞典（OCR）
まえがみ,前髪,名,LLHL/LLLH,,甲種日本語アクセント辞典
まがいもの,紛ひ物,名,HHHHH,,近畿日本語アクセント辞典
まがたま,勾玉,名,HHHH,,近畿日本語アクセント辞典
まがった,曲がった,五段PP,HLLL,,近畿日本語アクセント辞典
まがる,曲がる,五段,HHH,,近畿日本語アクセント辞典
まき,巻,名,HH,,近畿日本語アクセント辞典
まきむく,纏向,地名,HHHH,,近畿日本語アクセント辞典
まきむくイセキ,纏向遺跡,地名,HHHHHLL,,近畿日本語アクセント辞典
まぎれる,紛れる,下一段,HHHH,,近畿日本語アクセント辞典
まく,巻く,五段,HH,,近畿日本語アクセント辞典
まけ,負け,名,HH,,近畿日本語アクセント辞典
まける,負ける,下一段,HHH,,近畿日本語アクセント辞典
まげる,曲げる,下一段,HHH,,近畿日本語アクセント辞典
まこと,真,名,HHH,,近畿日本語アクセント辞典
まご,孫,名,HL,LH↘も許容,近畿日本語アクセント辞典
まさか,正か,副,LHL,,近畿日本語アクセント辞典
まさに,正に・当に,副,LHL,,近畿日本語アクセント辞典
まします,,連語,HHHH,,近畿日本語アクセント辞典
まじめ,真面目,"Noun, Adjective, な-adjective",LLH,,Wikibooks
ます,鱒,助動,HH,,近畿日本語アクセント辞典
まずい,不味い,名,HLL,,近畿日本語アクセント辞典
まぜそば,混ぜそば,名,LLHL,元々LLLH。第3拍型へ変化,甲種日本語アクセント辞典
また,又,副,HL,,近畿日本語アクセント辞典
またたくまに,瞬く間に,副,HHHLLL,,近畿日本語アクセント辞典
まだ,未だ,副,LH,,近畿日本語アクセント辞典
まち,町・街,名,HL,,近畿日本語アクセント辞典
まちがい,間違い,Noun,HHHL,,Wikibooks
まちがう,間違ふ,五段,HHHH,,近畿日本語アクセント辞典
まちがえた,間違へた,下一段PP,HHHLL,,近畿日本語アクセント辞典
まちがえる,間違へる,下一段,HHHHH,,近畿日本語アクセント辞典
まちごうた,間違うた,五段PP,HHHLL,,近畿日本語アクセント辞典
まっすぐ,真っ直ぐ,"Noun, Adjective, な-adjective, Adverb",LLHL,,Wikibooks
まっすぐな,真っ直ぐな,形動ヤ,LLHLL,,近畿日本語アクセント辞典
まつ,待つ,五段,LH,,近畿日本語アクセント辞典
まつげ,睫毛,名,LHL,,近畿日本語アクセント辞典
まつばら,松原,地名,LHLL,元来はHLLL?何れにせよ不自然なアクセント型である。,近畿日本語アクセント辞典
まつむし,松虫,名,LHLL,,近畿日本語アクセント辞典
まつり,祭,名,HHH,注意：「お」を付ける場合はLLLH,近畿日本語アクセント辞典
まつる,祀る,五段,HHH,,近畿日本語アクセント辞典
まで,,副助,HL,ただし、意味上、接続する単語にプロミネンスがおかれることが多いため、実文中ではLLとなることがほとんど。,近畿日本語アクセント辞典
まと,的,名,HH,,近畿日本語アクセント辞典
まど,窓,名,LH,,近畿日本語アクセント辞典
まどう,惑ふ,五段,HHH,,近畿日本語アクセント辞典
まどわす,惑はす,五段,HHHH,,近畿日本語アクセント辞典
まなこ,眼,名,LHL,,近畿日本語アクセント辞典
まなざし,眼差,名,HHHH,,近畿日本語アクセント辞典
まなぶ,学ぶ,五段,HHH,,近畿日本語アクセント辞典
まにあう,間に合う,"Verb, 1-verb, Intransitive verb",HHHL,,Wikibooks
まね,真似,名スル,HL,,近畿日本語アクセント辞典
まのあたり,目の当り,名,HHHLL,,近畿日本語アクセント辞典
まばたき,瞬き,名,LHLL,,近畿日本語アクセント辞典
まほろば,,名,HHHH,,近畿日本語アクセント辞典
まま,儘・随,名,HH,,近畿日本語アクセント辞典
まむし,蝮,名,HHH,,近畿日本語アクセント辞典
まめ,忠実,名,HH,,近畿日本語アクセント辞典
まめだ,豆だ,名(俗),LLH,,近畿日本語アクセント辞典
まめまき,豆撒き,名,LLHL,,近畿日本語アクセント辞典
まもる,守る,五段,HHH,,近畿日本語アクセント辞典
まゆ,眉,名,LH,,近畿日本語アクセント辞典
まゆげ,眉毛,名,LHL,,近畿日本語アクセント辞典
まり,鞠,名,HL,,近畿日本語アクセント辞典
まる,丸,名,HH,,近畿日本語アクセント辞典
まるい,丸い,形,HLL,,近畿日本語アクセント辞典
まるたまち,丸太町,地名,HHHLL,,近畿日本語アクセント辞典
まるっぽ,丸っぽ,副(俗),HHHH,,近畿日本語アクセント辞典
まるイチニチ,丸一日,副・名,HHHHLL,,近畿日本語アクセント辞典
まれ,稀,名,HH,,近畿日本語アクセント辞典
まろ,麿・磨呂,代,HL,,近畿日本語アクセント辞典
まわす,回す,五段,HHH,,近畿日本語アクセント辞典
まわす・まわさん,回す,五段,HHH・HHHH,,甲種日本語アクセント辞典
まわり,周り,名,HHH,,近畿日本語アクセント辞典
まわる,回る,五段,HHH,,近畿日本語アクセント辞典
まわる・まわらん,回る,五段,HHH・HHHH,,甲種日本語アクセント辞典
まん,,名,LH,,近畿日本語アクセント辞典
まん,名,LH,慣用句「まんが悪い LLL-HLLL」のみ。不運である様。,,甲種日本語アクセント辞典（OCR）
まんが,漫画,Noun,LLH,,Wikibooks
まんなか,真ん中,名,HHHH,,近畿日本語アクセント辞典
まんねんひつ,万年筆,Noun,"HHHHLL, HHHLLL",,Wikibooks
まんまんちゃん,,名(俗),LLHLLL,,近畿日本語アクセント辞典
まんまんちゃん,,,名(俗),LLHLLL,甲種日本語アクセント辞典（OCR）
み,見,動名詞,H(HH),,近畿日本語アクセント辞典
みい,,間助,HL,,近畿日本語アクセント辞典
みうける,見受ける,下一段,HHHH,,近畿日本語アクセント辞典
みえ,三重,名,HL,,近畿日本語アクセント辞典
みえる,見える,下一段,LLH,,近畿日本語アクセント辞典
みかけ,見掛け,名,HHH,,近畿日本語アクセント辞典
みかける,見掛ける,下一段,HHHH,,近畿日本語アクセント辞典
みかげばし,御蔭橋,地名,LLHLL,,近畿日本語アクセント辞典
みかど,帝,名,HHH,,近畿日本語アクセント辞典
みがく,磨く,"Verb, 1-verb, Intransitive verb",HHH,,Wikibooks
みがわり,身代はり,名,HHH,,近畿日本語アクセント辞典
みぎ,右,名,HH,,近畿日本語アクセント辞典
みくに,御国,名,HHH,,近畿日本語アクセント辞典
みこ,巫女,名,HH,,近畿日本語アクセント辞典
みこし,神輿,名,HHH,,近畿日本語アクセント辞典
みささぎ,陵,名,HHHH,,近畿日本語アクセント辞典
みさんざい,,名,HHHHH,派生形（にさんざい）も同様。,近畿日本語アクセント辞典
みじかい,短い,形,HHLL,,近畿日本語アクセント辞典
みす,御簾,名,HH,,近畿日本語アクセント辞典
みず,水,名,HH,,近畿日本語アクセント辞典
みずうみ,湖,名,LHLL,,近畿日本語アクセント辞典
みずから,自ら,副,HLLL,,近畿日本語アクセント辞典
みずくさい,水臭い,形,HHHLL,,近畿日本語アクセント辞典
みずすまし,水馬,名,HHHLL,,近畿日本語アクセント辞典
みずや,水屋,名,HHH,,近畿日本語アクセント辞典
みせ,店,名,HL,注意：「お」を付ける場合はLLHとなる。,近畿日本語アクセント辞典
みせる,見せる,下一段,LLH,,近畿日本語アクセント辞典
みそのばし,御薗橋,地名,HHHLL,,近畿日本語アクセント辞典
みぞ,溝,名,HH,,近畿日本語アクセント辞典
みたい,,助動,HLL,,近畿日本語アクセント辞典
みたり,三人,数,HLL,,近畿日本語アクセント辞典
みち,道,名,HH,,近畿日本語アクセント辞典
みちしるべ,道標,名,HHHLL,,近畿日本語アクセント辞典
みちびく,導く,五段,HHHH,,近畿日本語アクセント辞典
みちる,満ちる,上一段,LLH,,近畿日本語アクセント辞典
みっか,三日,Noun,HHH,,Wikibooks
みっつ,三つ,数,HHL,,近畿日本語アクセント辞典
みってらさん,三津寺さん,地名(俗),HLLLLL,,近畿日本語アクセント辞典
みつ,三つ,数詞,HL,,近畿日本語アクセント辞典
みつかる,見つかる,五段,HHHH,,近畿日本語アクセント辞典
みつける,見つける,,HHHH,,近畿日本語アクセント辞典
みつでら,三津寺,地名,HHHH,,近畿日本語アクセント辞典
みどり,緑,名,LHL,,近畿日本語アクセント辞典
みどりいろ,緑色,名,LLLLH,,近畿日本語アクセント辞典
みな,皆,副・名,HL,,近畿日本語アクセント辞典
みなさま,皆様,名,HLLL,,近畿日本語アクセント辞典
みなさん,皆さん,Noun,HLLL,,Wikibooks
みなと,港,名,HHH,,近畿日本語アクセント辞典
みなまで,皆迄,副,HLLL,,近畿日本語アクセント辞典
みなみ,南,名,HLL/HHH,強勢形HHHが一般化しつつある。,近畿日本語アクセント辞典
みなみあめりか,南アメリカ,Noun,HHHHLLL,,Wikibooks
みなもと,源,名,HHHH,,近畿日本語アクセント辞典
みにくい,醜い,名,HHLL,,近畿日本語アクセント辞典
みね,峰,名,HL,,近畿日本語アクセント辞典
みの,美濃,地名,HH,,近畿日本語アクセント辞典
みのお,箕面,地名,LHL,HLLとも。（こちらが古形？）,近畿日本語アクセント辞典
みのおやま,箕面山,地名,LLLLH,,近畿日本語アクセント辞典
みぶ,壬生,名,HH,,近畿日本語アクセント辞典
みみ,耳,名,HL,,近畿日本語アクセント辞典
みみず,蚯蚓,名,LLH,,近畿日本語アクセント辞典
みめ,見目・眉目,名,HL,,近畿日本語アクセント辞典
みや,宮,名,HH,,近畿日本語アクセント辞典
みやこ,都,名,HHH,,近畿日本語アクセント辞典
みよ,御世・御代,名,HL,,近畿日本語アクセント辞典
みる,見る,上一段,LH,,近畿日本語アクセント辞典
みわ,三輪,地名,HH,,近畿日本語アクセント辞典
みわやま,三輪山,地名,HHHH,,近畿日本語アクセント辞典
みんな,皆,名・副,LHL,,近畿日本語アクセント辞典
みドウすじ,御堂筋,地名,LHLLL,元はLLLLH？,近畿日本語アクセント辞典
む,六,数詞,H(HL),,近畿日本語アクセント辞典
むいか,六日,Noun,HHH,,Wikibooks
むかう,向かう,"Verb, 1-verb, Intransitive verb",HHH,,Wikibooks
むかえ,迎え,Noun,HHH,,Wikibooks
むかし,昔,名,LHL,元々HLL。山型化傾向,甲種日本語アクセント辞典
むかしばなし,昔話,名,LLLHLL,,近畿日本語アクセント辞典
むかで,百足,名,LHL,,近畿日本語アクセント辞典
むき,向き,名,HL,,近畿日本語アクセント辞典
むぎ,麦,名,LH,,近畿日本語アクセント辞典
むく,剥く,五段,HH,,近畿日本語アクセント辞典
むける,剥ける,下一段,HHH,,近畿日本語アクセント辞典
むこ,婿,名,HL,京都ではLH↘とも。,近畿日本語アクセント辞典
むこう,向こう,Noun,HLL,,Wikibooks
むし,虫,名,HH,,近畿日本語アクセント辞典
むす,生す,五段,HH,,近畿日本語アクセント辞典
むすこ,息子,Noun,HHH,,Wikibooks
むすぶ,結ぶ,五段,HHH,,近畿日本語アクセント辞典
むすめ,娘,Noun,HLL,古形HHL,Wikibooks
むずい,,形(俗),HLL,,近畿日本語アクセント辞典
むだ,無駄,"Noun, Adjective, な-adjective",HH,,Wikibooks
むち,鞭,名,HL,,近畿日本語アクセント辞典
むっつ,六つ,"Noun, Numeral",HLL,,Wikibooks
むつ,陸奥,名,HL,,近畿日本語アクセント辞典
むつむ,睦む,五段,HHH,,近畿日本語アクセント辞典
むね,旨,名,HL,,近畿日本語アクセント辞典
むら,村,名,HL,,近畿日本語アクセント辞典
むらさき,紫,名,LHLL,,近畿日本語アクセント辞典
むらさきいがい,紫貽貝,名,LLLLHLL,,近畿日本語アクセント辞典
むり,無理,"Noun, Adjective, な-adjective",HL,,Wikibooks
むろ,室,名,HL,,近畿日本語アクセント辞典
め,女,名,H(HH),,近畿日本語アクセント辞典
めい,姪,名,HH,,近畿日本語アクセント辞典
めかた,目方,名,HHL,,近畿日本語アクセント辞典
めかぶ,和布蕪,名,LLH,,近畿日本語アクセント辞典
めがね,眼鏡,名,LHL,,近畿日本語アクセント辞典
めくら,盲,名,LHL,,近畿日本語アクセント辞典
めぐる,巡る,五段,HHH,,近畿日本語アクセント辞典
めさき,目先,名,LLH,,近畿日本語アクセント辞典
めざめ,目覚め,動名詞,LHL,「目覚めるHHHH」の動名詞であるが、アクセント型はHHHとならず、LHLとなる。山型化にも見えるが、HHHが山型化することはない。このことから、「目覚める」の古形はLLLHであり、動名詞に古来のアクセント型が残ったものと考えられる。,近畿日本語アクセント辞典
めざめた,目覚めた,五段PP,HHLL,,近畿日本語アクセント辞典
めざめる,目覚める,下一段,HHHH,動名詞「目覚め」のアクセント型から、古形はLLLHであったと推される。,近畿日本語アクセント辞典
めし,飯,名,HL,,近畿日本語アクセント辞典
めしあがる,召し上がる,五段,HHHHH,,近畿日本語アクセント辞典
めす,雌,名,HH,,近畿日本語アクセント辞典
めずらしい,珍しい,形,HHHLL,,近畿日本語アクセント辞典
めだか,目高,名,LLH,,近畿日本語アクセント辞典
めて,馬手・右手,名,HL,,近畿日本語アクセント辞典
めばちこ,目ばちこ,名,LHLL,,近畿日本語アクセント辞典
めめしい,女々しい,形,HHLL,,近畿日本語アクセント辞典
めんせつ,面接,Noun,HHHH,,Wikibooks
も,藻,名,H(HH),,近畿日本語アクセント辞典
もう,,副,HH,,近畿日本語アクセント辞典
もういちど,もう一度,Expression,HH HHH,,Wikibooks
もうかる,儲かる,五段,HHHH,,近畿日本語アクセント辞典
もうける,設ける・儲ける,下一段,HHHH,,近畿日本語アクセント辞典
もうしあげる,申し上げる,下一段,HHHHHH,,近畿日本語アクセント辞典
もうしわけ,申し訳,名,HHHHH,,近畿日本語アクセント辞典
もうす,申す,五段,HHH,,近畿日本語アクセント辞典
もえる,燃える,下一段,HHH,,近畿日本語アクセント辞典
もくようび,木曜日,Noun,HHHLL,,Wikibooks
もぐる,潜る,五段,HHH,,近畿日本語アクセント辞典
もし,若し,副,HL,,近畿日本語アクセント辞典
もず,百舌,名,HL,またはLH↘,近畿日本語アクセント辞典
もずく,海蘊,名,HHH,,近畿日本語アクセント辞典
もたらす,齎す,五段,HHHH,,近畿日本語アクセント辞典
もち,餅,名,HH,注意：「お」を付ける場合はLLH,近畿日本語アクセント辞典
もちいる,用ゐる,上一段,LLLH,,近畿日本語アクセント辞典
もちこたえる,持ち堪える,下一段,LLLLLH,,近畿日本語アクセント辞典
もって,以て,助動,LLL,,近畿日本語アクセント辞典
もつ,持つ,五段,LH,,近畿日本語アクセント辞典
もと,元,名,HL,,近畿日本語アクセント辞典
もどす,戻す,五段,HHH,,近畿日本語アクセント辞典
もどる,戻る,五段,HHH,,近畿日本語アクセント辞典
もの,物,名,HL,派生形(もん)も同様。,近畿日本語アクセント辞典
ものごと,物事,名,LHLL,東京式による同化。本来の京阪式アクセントは不明,近畿日本語アクセント辞典
ものさし,物差し,名,HHHL,,近畿日本語アクセント辞典
ものすごく,物凄く,副,HHHLL,,近畿日本語アクセント辞典
ものほしざお,物干し竿,名,HHHHLL,,近畿日本語アクセント辞典
もはや,最早,副,HLL,,近畿日本語アクセント辞典
もみ,籾,名,HH,,近畿日本語アクセント辞典
もみない,もみ無い,形,HHLL,,近畿日本語アクセント辞典
もむ,揉む,五段,HH,,近畿日本語アクセント辞典
もむない,,形,HHLL,,近畿日本語アクセント辞典
もめる,揉める,下一段,HHH,,近畿日本語アクセント辞典
もも,桃,名,HH,,近畿日本語アクセント辞典
もやす,燃やす,五段,HHH,,近畿日本語アクセント辞典
もらう,貰ふ,五段,HHH,,近畿日本語アクセント辞典
もり,森,名,HH,,近畿日本語アクセント辞典
もん,文・紋,名,LH,,近畿日本語アクセント辞典
もんだい,問題,Noun,HHHH,,Wikibooks
や,八,名,H(HL),,近畿日本語アクセント辞典
やあ,咄,感,HL,,近畿日本語アクセント辞典
やいと,灸,名,HHH,,近畿日本語アクセント辞典
やえ,八重,名,HL,,近畿日本語アクセント辞典
やえば,八重歯,名,LHL,元々HLL。山型化傾向,甲種日本語アクセント辞典
やおや,八百屋,Noun,HHH,,Wikibooks
やおよろず,八百万,名,HHHLL,,近畿日本語アクセント辞典
やから,,接,HLL,,近畿日本語アクセント辞典
やきぐり,焼き栗,名,LHLL,,近畿日本語アクセント辞典
やきゅう,野球,Noun,LLH,,Wikibooks
やぎ,山羊,名,HL,,近畿日本語アクセント辞典
やく,焼く,五段,HH,,近畿日本語アクセント辞典
やくざ,,名,LHL,,近畿日本語アクセント辞典
やくす,訳す,"Verb, 1-verb, Transitive verb",HHH,,Wikibooks
やくたい,,形,HHLL,,近畿日本語アクセント辞典
やけど,,接,HLL,,近畿日本語アクセント辞典
やさい,野菜,Noun,LLH,,Wikibooks
やすい,安い,形,HLL,,近畿日本語アクセント辞典
やすみ,休み,Noun,"HHL, HLL",山形化LHL,Wikibooks
やすむ,休む,五段,HHH,,近畿日本語アクセント辞典
やすめる,休める,下一段,HHHH,,近畿日本語アクセント辞典
やせる,痩せる,"Verb, 2-verb, Intransitive verb",HHH,,Wikibooks
やちよ,八千代,名,HHH,,近畿日本語アクセント辞典
やっつ,八つ,"Noun, Numeral",HLL,,Wikibooks
やってくる,やって来る,カ変,HHHLH,,近畿日本語アクセント辞典
やつ,奴,代,HL,,近畿日本語アクセント辞典
やつす,,五段,HHH,,近畿日本語アクセント辞典
やつはし,八ツ橋,名,HLLL,,近畿日本語アクセント辞典
やど,宿,名,LH,,近畿日本語アクセント辞典
やどがえ,宿替え,名,LLLH,,近畿日本語アクセント辞典
やな,梁,名,LH,,近畿日本語アクセント辞典
やない,,連語,LLH,,近畿日本語アクセント辞典
やに,脂,名,HL,,近畿日本語アクセント辞典
やね,屋根,名,LH,,近畿日本語アクセント辞典
やはり,,副,LHL,,近畿日本語アクセント辞典
やばい,,形(俗),HLL,,近畿日本語アクセント辞典
やぶ,藪,名,HH,,近畿日本語アクセント辞典
やぶる,破る,五段,LLH,,近畿日本語アクセント辞典
やぶれる,破れる・敗れる,下一段,LLLH,,近畿日本語アクセント辞典
やま,山,名,HL,,近畿日本語アクセント辞典
やまい,病,Noun,HLL,,Wikibooks
やましろ,山城,地名,HHHH,,近畿日本語アクセント辞典
やまだ,山田,名,LLH,,近畿日本語アクセント辞典
やまと,大和/倭,地名,HLL,,近畿日本語アクセント辞典
やまとえび,大和蝦,名,LLHLL,,近畿日本語アクセント辞典
やまとがわ,大和川,地名,LLHLL,,近畿日本語アクセント辞典
やまとに,大和煮,名,HHHH,,近畿日本語アクセント辞典
やみ,闇,名,HL,,近畿日本語アクセント辞典
やむ,止む,五段,HH,,近畿日本語アクセント辞典
やめ,止め,動名詞,HH,,近畿日本語アクセント辞典
やめる,止める,下一段,HHH,,近畿日本語アクセント辞典
やもり,家守,名,LHL,,近畿日本語アクセント辞典
やや,稍,副,HL,,近畿日本語アクセント辞典
ややこ,やや子,名,HHL,若い世代ではLHL。ただし、京都ではHHLが未だ根強い。,近畿日本語アクセント辞典
やら,,副助,LL,,近畿日本語アクセント辞典
やり,槍,名,HH,,近畿日本語アクセント辞典
やる,,五段,HH,,近畿日本語アクセント辞典
やわらかい,柔らかい,形,HHHLL,,近畿日本語アクセント辞典
やん,,助動,LL,,近畿日本語アクセント辞典
やクザ,,形動・名,LHL,,近畿日本語アクセント辞典
やーさん,,名(俗),HHHH,,近畿日本語アクセント辞典
ゆ,湯,名,L(LH),注意：「お」をつける場合はLH,近畿日本語アクセント辞典
ゆう,夕,,HH,,近畿日本語アクセント辞典
ゆうがた,夕方,Noun,HHHH,,Wikibooks
ゆうしょく,夕食,Noun,HHHH,,Wikibooks
ゆうはん,夕飯,Noun,HHHH,,Wikibooks
ゆうびんきょく,郵便局,Noun,HHHLLL,,Wikibooks
ゆうべ,夕べ,Noun,"HHH, LLH",,Wikibooks
ゆうめい,有名,"Noun, Adjective, な-adjective",HHHH,,Wikibooks
ゆうコク,夕刻,名,HHHH,,近畿日本語アクセント辞典
ゆえ,故,名,HH,古くはHLとも。,近畿日本語アクセント辞典
ゆえに,,接,HHH,,近畿日本語アクセント辞典
ゆか,床,名,HH,,近畿日本語アクセント辞典
ゆがむ,歪む,五段,HHH,派生形(いがむ)も同様。,近畿日本語アクセント辞典
ゆき,雪,名,HL,,近畿日本語アクセント辞典
ゆげ,湯気,名,LH↘,,近畿日本語アクセント辞典
ゆしゅつする,輸出する,"Irregular verb, Noun",LLL HH,,Wikibooks
ゆずりあい,譲り合ひ,五段,HHHHH,,近畿日本語アクセント辞典
ゆずりあう,譲り合ふ,五段,HHHHH,,近畿日本語アクセント辞典
ゆずる,譲る,五段,HHH,,近畿日本語アクセント辞典
ゆだる,茹だる,五段,LLH,,近畿日本語アクセント辞典
ゆでぐり,茹で栗,名,HHLL,,近畿日本語アクセント辞典
ゆでる,茹でる,下一段,LLH,,近畿日本語アクセント辞典
ゆにゅうする,輸入する,"Irregular verb, Noun",LLL HH,,Wikibooks
ゆば,湯葉,名,LH,,近畿日本語アクセント辞典
ゆび,指,名,HL,,近畿日本語アクセント辞典
ゆびわ,指輪,Noun,HHH,,Wikibooks
ゆみ,弓,名,HL,,近畿日本語アクセント辞典
ゆめ,努,副,HL,,近畿日本語アクセント辞典
